t,balanced_sigma,growth_rate,M_norm,parent_M_norm
49,0.12,0.0003,0.501522817113699,1.836873417711883
50,0.12,0.0003,0.5260237868442846,1.836873417711883
51,0.12,0.0003,0.5891111480254906,1.836873417711883
52,0.12,0.0003,0.5708458979516748,1.836873417711883
53,0.12,0.0003,0.6166826635530858,1.836873417711883
54,0.12,0.0003,0.6213617578169163,1.836873417711883
55,0.12,0.0003,0.6622077250411218,1.836873417711883
56,0.12,0.0003,0.6675335107404714,1.836873417711883
57,0.12,0.0003,0.6252419541422723,1.836873417711883
58,0.12,0.0003,0.6135802371079486,1.836873417711883
59,0.12,0.0003,0.6781032537028726,1.836873417711883
60,0.12,0.0003,0.6454564405437431,1.836873417711883
61,0.12,0.0003,0.6295782916745434,1.836873417711883
62,0.12,0.0003,0.6461990100012459,1.836873417711883
63,0.12,0.0003,0.5850806968451158,1.836873417711883
64,0.12,0.0003,0.6652115654479394,1.836873417711883
65,0.12,0.0003,0.6745298108950607,1.836873417711883
66,0.12,0.0003,0.6550482072968581,1.836873417711883
67,0.12,0.0003,0.6173192695798219,1.836873417711883
68,0.12,0.0003,0.6153096696154408,1.836873417711883
69,0.12,0.0003,0.6098950621063985,1.836873417711883
70,0.12,0.0003,0.6423206985787139,1.836873417711883
71,0.12,0.0003,0.6768052101298758,1.836873417711883
72,0.12,0.0003,0.6942764996090615,1.836873417711883
73,0.12,0.0003,0.6432843711970141,1.836873417711883
74,0.12,0.0003,0.7035965938012765,1.836873417711883
75,0.12,0.0003,0.7419869035776777,1.836873417711883
76,0.12,0.0003,0.7698285613071615,1.836873417711883
77,0.12,0.0003,0.7698572040035537,1.836873417711883
78,0.12,0.0003,0.8004835970390722,1.836873417711883
79,0.12,0.0003,0.7904787931254209,1.836873417711883
80,0.12,0.0003,0.8192837894063162,1.836873417711883
81,0.12,0.0003,0.8194811832716147,1.836873417711883
82,0.12,0.0003,0.8590589033414885,1.836873417711883
83,0.12,0.0003,0.8316480918064527,1.836873417711883
84,0.12,0.0003,0.8119644555900422,1.836873417711883
85,0.12,0.0003,0.7971086941378037,1.836873417711883
86,0.12,0.0003,0.7816221555131254,1.836873417711883
87,0.12,0.0003,0.82005315443357,1.836873417711883
88,0.12,0.0003,0.7769252265590917,1.836873417711883
89,0.12,0.0003,0.6961728431444146,1.836873417711883
90,0.12,0.0003,0.6735264358735131,1.836873417711883
91,0.12,0.0003,0.7158345268609101,1.836873417711883
92,0.12,0.0003,0.7065909686593719,1.836873417711883
93,0.12,0.0003,0.7260528254122165,1.836873417711883
94,0.12,0.0003,0.7201830634700342,1.836873417711883
95,0.12,0.0003,0.7066571729361163,1.836873417711883
96,0.12,0.0003,0.7410919097483781,1.836873417711883
97,0.12,0.0003,0.7819295664418343,1.836873417711883
98,0.12,0.0003,0.715885725985096,1.836873417711883
99,0.12,0.0003,0.7466027210260796,1.836873417711883
100,0.12,0.0003,0.7880839006272851,1.836873417711883
101,0.12,0.0003,0.8022708277919453,1.836873417711883
102,0.12,0.0003,0.8710270325148066,1.836873417711883
103,0.12,0.0003,0.888065104728166,1.836873417711883
104,0.12,0.0003,0.9308068629795153,1.836873417711883
105,0.12,0.0003,0.9456827429237143,1.836873417711883
106,0.12,0.0003,0.9999999999995005,1.836873417711883
107,0.12,0.0003,0.9429895892346919,1.836873417711883
108,0.12,0.0003,0.9636613069749846,1.836873417711883
109,0.12,0.0003,0.9866119051640599,1.836873417711883
110,0.12,0.0003,0.9795009111455303,1.836873417711883
111,0.12,0.0003,0.9108234420426443,1.836873417711883
112,0.12,0.0003,0.8862280352226476,1.836873417711883
113,0.12,0.0003,0.9045080333241963,1.836873417711883
114,0.12,0.0003,0.9135405730782408,1.836873417711883
115,0.12,0.0003,0.8332457498423614,1.836873417711883
116,0.12,0.0003,0.842312440288569,1.836873417711883
117,0.12,0.0003,0.7751346263979162,1.836873417711883
118,0.12,0.0003,0.7194236320273041,1.836873417711883
119,0.12,0.0003,0.7053129909180268,1.836873417711883
120,0.12,0.0003,0.7355346431365214,1.836873417711883
121,0.12,0.0003,0.7520804598660485,1.836873417711883
122,0.12,0.0003,0.7187820534462548,1.836873417711883
123,0.12,0.0003,0.6834605423679398,1.836873417711883
124,0.12,0.0003,0.657838409196906,1.836873417711883
125,0.12,0.0003,0.7025027618289904,1.836873417711883
126,0.12,0.0003,0.754836108383555,1.836873417711883
127,0.12,0.0003,0.7353963185548702,1.836873417711883
128,0.12,0.0003,0.7098750348364703,1.836873417711883
129,0.12,0.0003,0.6972562314522701,1.836873417711883
130,0.12,0.0003,0.6911362967638502,1.836873417711883
131,0.12,0.0003,0.6814433828112894,1.836873417711883
132,0.12,0.0003,0.6936009386276936,1.836873417711883
133,0.12,0.0003,0.6714939996150167,1.836873417711883
134,0.12,0.0003,0.7054934917476537,1.836873417711883
